entered,weeks_in_top_10,title,artist,peak,peak_reached,weeks_at_peak,id,duration_ms,explicit,popularity,tempo,title_words,vocals_start,year,album,preview_url,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,time_signature,valence,artwork
21-Nov-70,10,Cracklin' Rosie,Neil Diamond,3,05-Dec-70,4,5pkd9ib1RgbkAd1R9bIOCa,179933,FALSE,65,127.827,2,8000,1970,tap root manuscript,,0.319,0.562,0.503,0,1,0.163,-14.836,1,0.0335,4,0.846,https://i.scdn.co/image/ab67616d00001e028759a2487d817843bdf1462d
20-Sep-97,13,Candle in the Wind,Elton John,1,20-Sep-97,5,1L9fzw2pXprOqtemTwtxXF,228932,FALSE,67,124.558,4,8000,1997,goodbye yellow brick road (remastered),,0.183,0.602,0.536,1.90E-05,4,0.0802,-9.74,1,0.0288,4,0.506,https://i.scdn.co/image/ab67616d00001e02f72f1e38e9bd48f18a17ed9b
07-Jun-67,10,A Whiter Shade of Pale,Procol Harum,1,14-Jun-67,6,78ZqE2tjAxbqEGGlvGnQfT,248946,FALSE,71,149.813,5,28800,1967,hits'n'flips,https://p.scdn.co/mp3-preview/9ca803c59e8b3c136fbdc1d104fa2423ebc8cb0d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.504,0.249,0.66,0.0026,0,0.0891,-6.905,1,0.0342,4,0.435,https://i.scdn.co/image/ab67616d00001e029d713ba3dce10df2b943dc6a
03-Oct-92,10,End of the Road,Boyz II Men,1,31-Oct-92,3,3l3xTXsUXeWlkPqzMs7mPD,351466,FALSE,72,149.703,4,21600,1992,cooleyhighharmony (bonus tracks version),,0.0664,0.64,0.427,0,5,0.0579,-9.29,0,0.0241,3,0.529,https://i.scdn.co/image/ab67616d00001e0273d0d8625dcf1e48043cfbf9
03-Apr-04,11,Left Outside Alone,Anastacia,3,03-Apr-04,1,3xl7PsO7Hzuig6To9FgDm6,257426,FALSE,63,102.847,3,4850,2004,anastacia,https://p.scdn.co/mp3-preview/f604f5d13acddf17709155743e28b2dd3ef7e881?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0697,0.663,0.746,0,2,0.0929,-3.567,0,0.0321,4,0.325,https://i.scdn.co/image/ab67616d00001e02ff4a7c68133a6c9398be6b64
07-Nov-62,12,Lovesick Blues,Frank Ifield,1,14-Nov-62,5,2PWQbNVjTfZMk9KwY8cpxy,137093,FALSE,18,163.005,2,6400,1962,the best of the emi years,https://p.scdn.co/mp3-preview/feb5af1ee9030b17eb2db768def857592979df62?cid=8b56eb9fa3db453f9b0089feea311c1b,0.773,0.61,0.64,0,2,0.168,-9.388,1,0.255,4,0.831,https://i.scdn.co/image/ab67616d00001e02f92dc899c46cea74580941f2
04-Aug-55,16,Ev'rywhere,David Whitfield,3,29-Sep-55,1,1QgHsUbOSGGiiOkeJEZotR,163134,FALSE,0,167.774,1,5300,1955,my unfinished symphony,https://p.scdn.co/mp3-preview/910aa75f6a519550b54f5ffd2d4ba263b79072d0?cid=8b56eb9fa3db453f9b0089feea311c1b,0.942,0.239,0.129,0.00026,0,0.281,-17.433,1,0.0316,3,0.151,https://i.scdn.co/image/ab67616d00001e02447ccd169036d50861d4ab72
19-Dec-70,10,Grandad,Clive Dunn,1,09-Jan-71,3,6UVWsVyOFs2dUOw4fBGptX,204826,FALSE,7,104.058,1,11200,1970,children classics,https://p.scdn.co/mp3-preview/28d715497f4a141eb4d30eac19561863f1f53bb7?cid=8b56eb9fa3db453f9b0089feea311c1b,0.719,0.836,0.395,1.40E-05,3,0.0694,-12.015,1,0.0336,3,0.562,https://i.scdn.co/image/ab67616d00001e02023ba28559a55f503a5bf291
30-Aug-18,12,Promises,Calvin Harris & Sam Smith,1,13-Sep-18,6,5N5k9nd479b1xpDZ4usjrg,282039,FALSE,25,123.026,1,1500,2018,promises (with sam smith) [remixes],https://p.scdn.co/mp3-preview/c78e0a33c394091314b35a2fd42b0102cc8fb1cd?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,1,0.0394,4,0.486,https://i.scdn.co/image/ab67616d00001e02ccdcbd450e42fc7b27a82a1f
02-Nov-96,12,Un-Break My Heart,Toni Braxton,2,21-Dec-96,2,5Ihd9HrPvOADyVoonH9ZjB,270333,FALSE,69,110.018,3,5200,1996,secrets,https://p.scdn.co/mp3-preview/63a1f1cc7f750734d12ade696fbc55800b2295aa?cid=8b56eb9fa3db453f9b0089feea311c1b,0.412,0.625,0.426,0,2,0.116,-8.4,0,0.0271,4,0.112,https://i.scdn.co/image/ab67616d00001e025bc7429f54c5f6745c225fc6
18-Jun-05,13,You're Beautiful,James Blunt,1,23-Jul-05,5,0vg4WnUWvze6pBOJDTq99k,209493,TRUE,77,81.998,2,23500,2005,back to bedlam,https://p.scdn.co/mp3-preview/1e9fe4947493daddd30a02f8e7b920eb413ce065?cid=8b56eb9fa3db453f9b0089feea311c1b,0.633,0.675,0.479,1.76E-05,0,0.088,-9.87,0,0.0278,4,0.454,https://i.scdn.co/image/ab67616d00001e02105f043a4f470cf58cc01ccf
05-Oct-85,10,The Power of Love,Jennifer Rush,1,12-Oct-85,5,18DfMhEx4ddoreHrvZDF6Q,268200,FALSE,64,139.071,4,950,1985,the power of love: the best of jennifer rush,https://p.scdn.co/mp3-preview/4ea87bf75b9ef7d42c35111ac31a378046d1a54d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.452,0.521,0.654,6.12E-05,8,0.0984,-6.993,1,0.0401,4,0.125,https://i.scdn.co/image/ab67616d00001e02b3030d635fdba26d12279145
14-Sep-66,10,Distant Drums,Jim Reeves,1,28-Sep-66,5,38CbMc5Al34k2iE59fyRYi,170440,FALSE,35,96.18,2,3700,1966,distant drums,https://p.scdn.co/mp3-preview/f5bf040cad12f63ea6f09b8efa258d1e93ad7c8d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.572,0.523,0.232,0.00219,2,0.104,-14.882,1,0.0262,4,0.309,https://i.scdn.co/image/ab67616d00001e0247ddb2fb5cd20ee83072b221
10-Aug-60,13,A Mess of Blues,Elvis Presley with The Jordanaires,2,21-Sep-60,2,4dNfypQwue0e46rQTdBU1Q,161066,FALSE,50,117.257,4,8650,1960,"elvis' gold records, vol. 4",https://p.scdn.co/mp3-preview/3d4ed986d5023f1abad93636fa456eeb8fb371de?cid=8b56eb9fa3db453f9b0089feea311c1b,0.763,0.645,0.505,4.60E-05,0,0.139,-11.434,1,0.0318,4,0.862,https://i.scdn.co/image/ab67616d00001e02615da669de17a4432e5a4824
29-Jul-89,8,Swing the Mood,Jive Bunny and the Mastermixers,1,05-Aug-89,5,3Aimpqxpvmz7jhJlNnEd5c,259573,FALSE,53,92.512,3,1850,1989,jive bunny and the mastermixers the biggest party on the planet,https://p.scdn.co/mp3-preview/2658f04ad9fd4c77a1506ff3fb83dcb6525d1c01?cid=8b56eb9fa3db453f9b0089feea311c1b,0.049,0.865,0.512,0.0173,8,0.201,-13.376,1,0.0521,4,0.879,https://i.scdn.co/image/ab67616d00001e02ef5f2fdfe8678924e35acad4
20-Dec-80,9,Antmusic,Adam and the Ants,2,17-Jan-81,2,2tYnmGr2CTrCugCNK73uoW,216960,FALSE,49,81.151,1,19960,1980,kings of the wild frontier (deluxe edition),https://p.scdn.co/mp3-preview/fa2f9aa2084e6419b405e70093d105b7ae7fe6f3?cid=8b56eb9fa3db453f9b0089feea311c1b,0.101,0.695,0.806,0.00012,2,0.37,-4.119,1,0.142,4,0.635,https://i.scdn.co/image/ab67616d00001e02633b293a85a159fd53b9a041
05-Nov-15,18,Sorry,Justin Bieber,1,26-Nov-15,2,09CtPGIpYB4BrO8qb1RGsF,200786,FALSE,82,99.945,1,800,2015,purpose (deluxe),,0.0797,0.654,0.76,0,0,0.299,-3.669,0,0.045,4,0.41,https://i.scdn.co/image/ab67616d00001e02f46b9d202509a8f7384b90de
03-Nov-07,12,Rule the World,Take That,2,03-Nov-07,4,48yZwqAxCZk0t2ssDw2hzH,237760,FALSE,41,164.054,3,550,2007,rule the world,,0.0376,0.357,0.774,0,2,0.348,-4.226,1,0.034,4,0.348,https://i.scdn.co/image/ab67616d00001e0261c7ecb7e06afa0c690e172f
13-Dec-08,13,Use Somebody,Kings of Leon,2,20-Dec-08,1,5VGlqQANWDKJFl0MBG3sg2,230760,FALSE,78,137.028,2,30080,2008,only by the night,https://p.scdn.co/mp3-preview/c1f5819057f7528777163bf7d75bf8609553c5be?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00552,0.276,0.715,0.000417,0,0.201,-5.356,1,0.0432,4,0.173,https://i.scdn.co/image/ab67616d00001e022519d01c0cca06f134eeadd8
22-Sep-65,17,Tears,Ken Dodd,1,06-Oct-65,5,61U9FrETLfDwsq8iuSofVb,171826,FALSE,8,86.931,1,11000,1965,60's uk hits,https://p.scdn.co/mp3-preview/447d6e1fa27fb82254efe4886500d93a32a06f7f?cid=8b56eb9fa3db453f9b0089feea311c1b,0.66,0.299,0.339,0,0,0.0694,-10.886,1,0.03,4,0.378,https://i.scdn.co/image/ab67616d00001e023ba79e8a6dfc8a92f2b02cf8
13-Feb-88,9,I Should Be So Lucky,Kylie Minogue,1,20-Feb-88,5,1MK5FOmm5ppLIS2Ga3jHlT,204440,FALSE,55,116.082,5,16700,1988,kylie,https://p.scdn.co/mp3-preview/cb3c10bf7914a3e91a327c2a571211779623094d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0412,0.734,0.978,0.422,7,0.358,-4.568,1,0.034,4,0.845,https://i.scdn.co/image/ab67616d00001e02e54b27a25383c0e8e10e6778
26-Feb-72,11,Without You,Nilsson,1,11-Mar-72,5,6MrILERJLA3Jcq0E9poZsp,201000,FALSE,68,64.933,2,6800,1972,nilsson schmilsson,https://p.scdn.co/mp3-preview/cfc14168ce1e760d671b0ff7d8ceabf8c5b4d1d4?cid=8b56eb9fa3db453f9b0089feea311c1b,0.613,0.381,0.186,2.75E-06,4,0.0694,-15.477,1,0.029,4,0.142,https://i.scdn.co/image/ab67616d00001e024df5b571de1c3f8ba2f02386
26-Mar-59,15,It Doesn't Matter Anymore,Buddy Holly,1,30-Apr-59,3,38s1KAGSzopcquTCeN6jnj,123346,FALSE,51,115.299,4,4100,1959,the definitive collection,,0.852,0.631,0.246,0,7,0.243,-14.31,1,0.033,4,0.805,https://i.scdn.co/image/ab67616d00001e02988665e0435d5283cfd38b1d
07-Feb-57,13,Don't You Rock Me Daddy-O,Lonnie Donegan,4,21-Feb-57,1,485GVFid5D72Mfd73jbW8Q,103003,FALSE,0,122.363,5,4050,1957,"british rock 'n' roll hits, 1956 - 1959, vol. 2",,0.796,0.656,0.846,0,7,0.262,-5.768,1,0.0717,4,0.961,https://i.scdn.co/image/ab67616d00001e02ad5f1abb0915d6e776af6850
27-Nov-58,12,It's Only Make Believe,Conway Twitty,1,25-Dec-58,5,1xVOttVNT27FBTD8iHjOfU,132026,FALSE,56,128.537,4,2000,1958,conway twitty sings,,0.86,0.461,0.466,2.76E-05,11,0.135,-9.627,1,0.0598,4,0.251,https://i.scdn.co/image/ab67616d00001e0200bc11e4af98a74a21c18aaf
29-Sep-16,16,Say You Won't Let Go,James Arthur,1,06-Oct-16,3,5uCax9HTNlzGybIStD3vDh,211466,FALSE,87,85.043,5,10500,2016,back from the edge,https://p.scdn.co/mp3-preview/00825cb1779b31d68964eda6f2a7911fc2ae96c6?cid=8b56eb9fa3db453f9b0089feea311c1b,0.695,0.358,0.557,0,10,0.0902,-7.398,1,0.059,4,0.494,https://i.scdn.co/image/ab67616d00001e0220beb61f61fcbeb33b10a9ab
10-Mar-16,15,I Took a Pill in Ibiza,Mike Posner,1,24-Mar-16,4,1MtUq6Wp1eQ8PC6BbPCj8P,197933,TRUE,74,101.969,6,250,2016,"at night, alone.",,0.0353,0.664,0.714,8.42E-06,7,0.0843,-6.645,0,0.111,4,0.71,https://i.scdn.co/image/ab67616d00001e02a19be7aca4a1fcd6e8a42c62
14-Nov-92,10,Would I Lie to You?,Charles & Eddie,1,21-Nov-92,2,21MLFi0ISlqDBp7DQHPi7p,279600,FALSE,54,202.409,5,4800,1992,duophonic,,0.473,0.547,0.538,0,11,0.0369,-11.39,0,0.0567,4,0.718,https://i.scdn.co/image/ab67616d00001e02e2a0fa28af38db513f595303
19-Jun-71,10,Chirpy Chirpy Cheep Cheep,Middle of the Road,1,19-Jun-71,5,703RBHUEEi5c4o4YUXAM9Q,177800,FALSE,51,129.814,4,3900,1971,best of,https://p.scdn.co/mp3-preview/db570f2518e1eeb8264d4e89ecba347cde96e5c8?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0916,0.549,0.547,2.26E-06,11,0.205,-8.681,0,0.0452,4,0.972,https://i.scdn.co/image/ab67616d00001e02b88bde0ba0369433a44ddee2
14-Apr-07,12,Beautiful Liar,Beyonce & Shakira,1,28-Apr-07,3,2HWWNoWEEEECwZhAiLg7ib,206175,FALSE,9,91.997,2,2800,2007,a salute to shakira,https://p.scdn.co/mp3-preview/4123e211fa9f615320415bba6faf4bfabd163e51?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00554,0.764,0.751,0.000237,8,0.164,-3.74,1,0.0703,4,0.418,https://i.scdn.co/image/ab67616d00001e02026e88f624dfb96f2e1ef10b
29-Oct-53,17,Swedish Rhapsody,Mantovani and His Orchestra,2,10-Dec-53,2,5j5iWeUO7U0K8N1vcuspkm,157893,FALSE,19,106.882,2,157893,1953,matchstick men (original motion picture soundtrack),,0.52,0.603,0.391,0.541,2,0.143,-9.84,1,0.026,4,0.719,https://i.scdn.co/image/ab67616d00001e029a8210cbaa71f527edb2b319
18-Nov-72,10,Crazy Horses,The Osmonds,2,25-Nov-72,3,6LqbJXriVJyqJCd9jYoPqP,153173,FALSE,47,120.165,2,17100,1972,crazy horses,,0.215,0.512,0.977,0,2,0.343,-4.505,1,0.0671,4,0.731,https://i.scdn.co/image/ab67616d00001e02817a3f60487da1f67f3c148c
20-Dec-56,17,Singing the Blues,Guy Mitchell,1,10-Jan-57,3,084mnrInuL8H1JZbIzuH3T,141661,FALSE,27,142.862,3,13000,1956,guy mitchell,https://p.scdn.co/mp3-preview/9e720e65f1857d2953770ff20b26121cfacabca8?cid=8b56eb9fa3db453f9b0089feea311c1b,0.759,0.654,0.498,0.000733,4,0.0811,-11.392,1,0.0358,4,0.922,https://i.scdn.co/image/ab67616d00001e0206f745ef852e2aa01c4c3be4
21-Feb-57,12,Don't Forbid Me,Pat Boone,2,14-Mar-57,5,5XjPPdhCGeAEecJlxAJt3M,137320,FALSE,43,112.437,3,200,1957,the gold collection,https://p.scdn.co/mp3-preview/bd2eb9f05ace7759a36cb6758cf346fc9840dcd1?cid=8b56eb9fa3db453f9b0089feea311c1b,0.507,0.686,0.418,3.19E-05,0,0.17,-9.744,1,0.0259,4,0.692,https://i.scdn.co/image/ab67616d00001e022f9949fe965ab9d5d2eff955
